year,tier,education_raw,graduate_plus,education_rule,records
2010,gp_ward,S SL C,0,recognized qualification,10
2010,gp_ward,"S SL C , MLT",0,recognized qualification,1
2010,gp_ward,"S SL C , NTTC",0,recognized qualification,1
2010,gp_ward,S. S. L. C,0,recognized qualification,29
2010,gp_ward,"S. S. L. C, & J. D. C",0,recognized qualification,1
2010,gp_ward,"S. S. L. C, JDC",0,recognized qualification,1
2010,gp_ward,S. S. L. C.,0,recognized qualification,15
2010,gp_ward,S. S. L. C. PASSED,0,recognized qualification,3
2010,gp_ward,S. S. L.C,0,recognized qualification,4
2010,gp_ward,"S. S. L.C, ATC",0,recognized qualification,1
2010,gp_ward,S..S.L.C,0,recognized qualification,1
2010,gp_ward,S.S .L.C,0,recognized qualification,1
2010,gp_ward,S.S L.C,0,recognized qualification,1
2010,gp_ward,"S.S,L,C",NA,unclassified,1
2010,gp_ward,S.S.,NA,unclassified,1
2010,gp_ward,S.S. L. C,NA,unclassified,2
2010,gp_ward,S.S. L.C,0,recognized qualification,5
2010,gp_ward,"S.S. L.C, I.T.I",0,recognized qualification,1
2010,gp_ward,S.S..C,0,recognized qualification,1
2010,gp_ward,S.S..C. I.T.I.,0,recognized qualification,1
2010,gp_ward,S.S..L.C,0,recognized qualification,1
2010,gp_ward,S.S..L.C.,0,recognized qualification,2
2010,gp_ward,"S.S..L.C., PRE DEGREE",0,recognized qualification,1
2010,gp_ward,"S.S..L.C., URDU DEGREE",1,recognized qualification,1
2010,gp_ward,S.S.C,0,recognized qualification,7
2010,gp_ward,"S.S.C, A/ULMA, P.G ARABIC",0,recognized qualification,1
2010,gp_ward,S.S.C.,0,recognized qualification,1
2010,gp_ward,"S.S.C., PPTTC",0,recognized qualification,1
2010,gp_ward,S.S.L..C,0,recognized qualification,2
2010,gp_ward,S.S.L.C,0,recognized qualification,2866
2010,gp_ward,S.S.L.C & I.T.I,0,recognized qualification,2
2010,gp_ward,S.S.L.C & J.D.C,0,recognized qualification,1
2010,gp_ward,S.S.L.C & KGTE,0,recognized qualification,1
2010,gp_ward,S.S.L.C & T.T.C,0,recognized qualification,2
2010,gp_ward,S.S.L.C (F),0,recognized qualification,1
2010,gp_ward,S.S.L.C (FAIL),0,recognized qualification,1
2010,gp_ward,S.S.L.C (FAILED),0,recognized qualification,20
2010,gp_ward,S.S.L.C + I.T.I,0,recognized qualification,1
2010,gp_ward,"S.S.L.C , D/CIVIL",0,recognized qualification,1
2010,gp_ward,"S.S.L.C , I.T.I",0,recognized qualification,1
2010,gp_ward,"S.S.L.C , ITC",0,recognized qualification,1
2010,gp_ward,"S.S.L.C , JDC",0,recognized qualification,1
2010,gp_ward,"S.S.L.C , P.D.C",0,recognized qualification,1
2010,gp_ward,"S.S.L.C , T.T.C",0,recognized qualification,4
2010,gp_ward,"S.S.L.C , T.T.C(SANSKRIT)",0,recognized qualification,1
2010,gp_ward,"S.S.L.C ,ITI",0,recognized qualification,1
2010,gp_ward,"S.S.L.C ,MALAYALAM VIDWAN L.T.T",0,recognized qualification,1
2010,gp_ward,"S.S.L.C ,MALAYALAM VIDWAN L.T.T.C",0,recognized qualification,1
2010,gp_ward,"S.S.L.C ,PPTTC",0,recognized qualification,1
2010,gp_ward,"S.S.L.C ,TTC",0,recognized qualification,1
2010,gp_ward,S.S.L.C -FAILED,0,recognized qualification,2
2010,gp_ward,S.S.L.C AND TTC,0,recognized qualification,1
2010,gp_ward,S.S.L.C D.E.M,0,recognized qualification,1
2010,gp_ward,S.S.L.C FAIL,0,recognized qualification,3
2010,gp_ward,S.S.L.C FAILED,0,recognized qualification,21
2010,gp_ward,S.S.L.C I.T.I,0,recognized qualification,1
2010,gp_ward,"S.S.L.C MALAYALAM VIDWAN, LTTC",0,recognized qualification,1
2010,gp_ward,S.S.L.C PASS,0,recognized qualification,2
2010,gp_ward,S.S.L.C PASSED,0,recognized qualification,11
2010,gp_ward,"S.S.L.C PASSED, TYPEWRITTING ENGLISH & MALAYALAM HIGHER",0,recognized qualification,1
2010,gp_ward,S.S.L.C STEC,0,recognized qualification,1
2010,gp_ward,S.S.L.C T .T.C,0,recognized qualification,1
2010,gp_ward,S.S.L.C WITH JDC,0,recognized qualification,1
2010,gp_ward,S.S.L.C& ITC,0,recognized qualification,1
2010,gp_ward,S.S.L.C&T .T.C,0,recognized qualification,1
2010,gp_ward,S.S.L.C(FAILD),0,recognized qualification,1
2010,gp_ward,S.S.L.C(FAILED),0,recognized qualification,2
2010,gp_ward,"S.S.L.C,",0,recognized qualification,5
2010,gp_ward,"S.S.L.C, AFSAL UL ULAMA ENTRANCE",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, AFSAL-UL-ULAMA, MS-OFFICE",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, CIVIL ENGINEER(IETES)",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, DIPLOMA IN ELECTRICAL",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, DIPLOMA IN FASHION DESIGNING",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, ELECTRONICS",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, HINDHI VIDHUVAN",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, HINDI PRAVEEN",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, HINDI VIDWAN",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, HINDI VISHARAT",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, I T I",0,recognized qualification,2
2010,gp_ward,"S.S.L.C, I.T.C",0,recognized qualification,2
2010,gp_ward,"S.S.L.C, I.T.I",0,recognized qualification,17
2010,gp_ward,"S.S.L.C, ITC",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, ITC(D/CIVIL)",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, ITI",0,recognized qualification,7
2010,gp_ward,"S.S.L.C, J.D.C",0,recognized qualification,4
2010,gp_ward,"S.S.L.C, JDC",0,recognized qualification,3
2010,gp_ward,"S.S.L.C, LAB TECH",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, N.C.V.T",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, N.D.F.A",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, N.T.T.C",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, NTC, CTI",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, P.D.C",0,recognized qualification,4
2010,gp_ward,"S.S.L.C, P.D.C, I.T.C-CIVIL",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, P.D.C, I.T.I",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, P.D.C, N.T.C",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, PASSED",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, PDC",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, PRE.DEGREE, GENERAL NURSING, OFFICE SECRETARYSHIP, STENOGRAPHY, PGDCA",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, R.B.V HINDI PRAVEEN",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, SURVEY PASSED",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, T .T. C",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, T T C",0,recognized qualification,2
2010,gp_ward,"S.S.L.C, T.T.C",0,recognized qualification,9
2010,gp_ward,"S.S.L.C, T.T.C, HINDIVIDWAN",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, TELICOMMUNICATION, P.G.D.C.A",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, TTC",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, TYPE WRITING",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, TYPE WRITING ,SHORT HAND",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, URUDU HIGHER",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, V. H. S. E",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, V.H.S.C",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, V.H.S.S.C,I.T.I",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, VHSE",0,recognized qualification,1
2010,gp_ward,"S.S.L.C, VHSE, ITI",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,+2,TTC,BA",1,recognized qualification,1
2010,gp_ward,"S.S.L.C,.I T.C",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,AFDALULAMA",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,CERTIFICATE OF PHISYCAL EDUCATION",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,COMPUTER(ADCOM)",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,D.PHARM",0,recognized qualification,2
2010,gp_ward,"S.S.L.C,DHMS",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,DIPLOMA IN DRAWING&PAINTING",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,DIPLOMA(HINDI)",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,HINDI VIDWAN",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,I T C",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,I T I",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,I. T. I",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,I.T.C",0,recognized qualification,4
2010,gp_ward,"S.S.L.C,I.T.I",0,recognized qualification,5
2010,gp_ward,"S.S.L.C,ITC",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,ITC,POLYTECHNIC",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,ITI",0,recognized qualification,7
2010,gp_ward,"S.S.L.C,ITI(ELECTRICAL)",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,J D C",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,J.D.C",0,recognized qualification,5
2010,gp_ward,"S.S.L.C,J.D.C,HINDI SAHITHYACHARYA",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,JDC",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,K.G.T.E",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,L.T.T.C(URDU)",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,P.D.C",0,recognized qualification,3
2010,gp_ward,"S.S.L.C,P.D.C, T.T.C",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,P.D.C. FAILED",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,PDC",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,PDC COMPLETED",0,recognized qualification,2
2010,gp_ward,"S.S.L.C,PRE-DEGREE",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,T T C",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,T.T.C",0,recognized qualification,7
2010,gp_ward,"S.S.L.C,T.T.C,B.COM",1,recognized qualification,1
2010,gp_ward,"S.S.L.C,T.TC",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,TYPEWRITING ENG & MAL(LOWER)",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,TYPEWRITTING MALAYALAM",0,recognized qualification,1
2010,gp_ward,"S.S.L.C,V.H.S.C,T.T.C",0,recognized qualification,1
2010,gp_ward,S.S.L.C-HINDI PRAVEEN,0,recognized qualification,1
2010,gp_ward,S.S.L.C-JDC,0,recognized qualification,1
2010,gp_ward,S.S.L.C.,0,recognized qualification,311
2010,gp_ward,S.S.L.C. FAILED,0,recognized qualification,9
2010,gp_ward,S.S.L.C. FAILED(CERTIFICATE),0,recognized qualification,1
2010,gp_ward,S.S.L.C. ITI,0,recognized qualification,1
2010,gp_ward,S.S.L.C. J DC,0,recognized qualification,1
2010,gp_ward,S.S.L.C. NURSING TRAINING,0,recognized qualification,1
2010,gp_ward,S.S.L.C. PASS,0,recognized qualification,3
2010,gp_ward,S.S.L.C. PASSED,0,recognized qualification,14
2010,gp_ward,S.S.L.C. PASSED P.D.C. FAILED,0,recognized qualification,2
2010,gp_ward,S.S.L.C. PASSED(CERTIFICATE),0,recognized qualification,1
2010,gp_ward,S.S.L.C. T.T.C,0,recognized qualification,1
2010,gp_ward,"S.S.L.C., DIPLOMA",0,recognized qualification,1
2010,gp_ward,"S.S.L.C., HINDI BHOOSHAN",0,recognized qualification,1
2010,gp_ward,"S.S.L.C., HINDI VIDVAN, T.T.C.",0,recognized qualification,1
2010,gp_ward,"S.S.L.C., I T I",0,recognized qualification,1
2010,gp_ward,"S.S.L.C., I.T.I.",0,recognized qualification,1
2010,gp_ward,"S.S.L.C., ITI",0,recognized qualification,1
2010,gp_ward,"S.S.L.C., NURSING",0,recognized qualification,1
2010,gp_ward,"S.S.L.C., P.D.C., K.G.C.E CIVIL",0,recognized qualification,1
2010,gp_ward,"S.S.L.C., P.D.C., NURSING, TYPEWRITING",0,recognized qualification,1
2010,gp_ward,"S.S.L.C., P.U.C.",0,recognized qualification,1
2010,gp_ward,"S.S.L.C., PDC",0,recognized qualification,2
2010,gp_ward,"S.S.L.C., PLUS 2",0,recognized qualification,1
2010,gp_ward,"S.S.L.C., PRE-DEGREE, ITI",0,recognized qualification,1
2010,gp_ward,"S.S.L.C., T.T.C.",0,recognized qualification,1
2010,gp_ward,"S.S.L.C.,DC.MECH",0,recognized qualification,1
2010,gp_ward,"S.S.L.C.,DIPLOMA IN SHORT HAND AND TYPEWRITING",0,recognized qualification,1
2010,gp_ward,"S.S.L.C.,HINDI VIDWAN",0,recognized qualification,1
2010,gp_ward,"S.S.L.C.,I.T.I.",0,recognized qualification,1
2010,gp_ward,"S.S.L.C.,I.T.I.ELECTRONICS",0,recognized qualification,1
2010,gp_ward,"S.S.L.C.,ITI",0,recognized qualification,2
2010,gp_ward,"S.S.L.C.,P.D.C.",0,recognized qualification,1
2010,gp_ward,"S.S.L.C.,P.D.C.D’MAN CIVIL",0,recognized qualification,1
2010,gp_ward,"S.S.L.C.,PD.C.FAILED",0,recognized qualification,1
2010,gp_ward,"S.S.L.C.,PDC FAILED",0,recognized qualification,1
2010,gp_ward,"S.S.L.C.,RASHTRA BHASHA PRAVEENA",0,recognized qualification,1
2010,gp_ward,"S.S.L.C.,TYPE WRITING(HIGHER)",0,recognized qualification,1
2010,gp_ward,S.S.L.C.-,0,recognized qualification,2
2010,gp_ward,S.S.L.C.- APPEARED,0,recognized qualification,2
2010,gp_ward,S.S.L.C.FAILED,NA,unclassified,4
2010,gp_ward,S.S.L.C.ITI,NA,unclassified,1
2010,gp_ward,S.S.L.C.PASSED,NA,unclassified,8
2010,gp_ward,S.S.L.C/T.T.C,0,recognized qualification,1
2010,gp_ward,S.S.LC,0,recognized qualification,21
2010,gp_ward,S.S.LC PASS,0,recognized qualification,2
2010,gp_ward,S.S.LC(FAILED),0,recognized qualification,1
2010,gp_ward,"S.S.LC, P.D.C,ITI",0,recognized qualification,1
2010,gp_ward,"S.S.LC,T.T.C",0,recognized qualification,1
2010,gp_ward,S.S.LC.,0,recognized qualification,19
2010,gp_ward,"S.S.LC., I.T.I",0,recognized qualification,2
2010,gp_ward,"S.S.LC.,DIPLOMA IN CO -OPERATION",0,recognized qualification,1
2010,gp_ward,S.S.S.L.C. FAILED,NA,unclassified,1
2010,gp_ward,S.S.S.LC,NA,unclassified,6
2010,gp_ward,S.SL.C,0,recognized qualification,4
2010,gp_ward,S.SL.C (FAILED),0,recognized qualification,1
2010,gp_ward,"S.SL.C,BCOM",1,recognized qualification,1
2010,gp_ward,S.SLC.,0,recognized qualification,1
2010,gp_ward,SECONDARY EDUCATION,NA,unclassified,2
2010,gp_ward,SECONDARY SCHOOL,NA,unclassified,1
2010,gp_ward,SENENTH STANDARD,NA,unclassified,1
2010,gp_ward,SERICULTURE DIPLOMA,0,recognized qualification,1
2010,gp_ward,SEVEN,NA,unclassified,4
2010,gp_ward,SEVEN CLASS,NA,unclassified,1
2010,gp_ward,SEVEN STD,NA,unclassified,1
2010,gp_ward,SEVENTH,0,recognized qualification,18
2010,gp_ward,SEVENTH CLASS,0,recognized qualification,4
2010,gp_ward,SEVENTH CLASS PASS,0,recognized qualification,1
2010,gp_ward,SEVENTH PASS,0,recognized qualification,1
2010,gp_ward,SEVENTH STANDARD,0,recognized qualification,25
2010,gp_ward,SEVENTH STANDARED,0,recognized qualification,1
2010,gp_ward,SEVENTH STANDERD,0,recognized qualification,2
2010,gp_ward,SEVENTH STD,0,recognized qualification,10
2010,gp_ward,SEVENTH STD.,0,recognized qualification,3
2010,gp_ward,"SIROMANI, SIKSHA SASTRI",NA,unclassified,1
2010,gp_ward,SIX,NA,unclassified,2
2010,gp_ward,SIX CLASS PASSED,NA,unclassified,1
2010,gp_ward,SIX GRADE,NA,unclassified,1
2010,gp_ward,SIXTH,0,recognized qualification,1
2010,gp_ward,SIXTH STANDARD,0,recognized qualification,9
2010,gp_ward,SIXTH STANDERD,0,recognized qualification,1
2010,gp_ward,SIXTH STD,0,recognized qualification,1
2010,gp_ward,SIXTH STD.,0,recognized qualification,1
2010,gp_ward,SSC,0,recognized qualification,7
2010,gp_ward,SSLC,0,recognized qualification,2146
2010,gp_ward,SSLC & ITC,0,recognized qualification,1
2010,gp_ward,SSLC & JDC,0,recognized qualification,1
2010,gp_ward,SSLC & TYPE WRITING,0,recognized qualification,1
2010,gp_ward,SSLC &SANSKRIT TEACHER EXAMINATION,0,recognized qualification,1
2010,gp_ward,"SSLC (AFZAL - UL - ULAMA, PRELIMINARY ARABIC)",0,recognized qualification,1
2010,gp_ward,SSLC (FAIL),0,recognized qualification,1
2010,gp_ward,SSLC (FAILED),0,recognized qualification,3
2010,gp_ward,SSLC (ITI),0,recognized qualification,1
2010,gp_ward,SSLC (PASSED),0,recognized qualification,2
2010,gp_ward,"SSLC , I T I",0,recognized qualification,2
2010,gp_ward,"SSLC , ITI",0,recognized qualification,1
2010,gp_ward,"SSLC , P.T.T.C",0,recognized qualification,1
2010,gp_ward,"SSLC ,DIPLOMA IN AUTO MOBILE",0,recognized qualification,1
2010,gp_ward,"SSLC ,ITI,JDC",0,recognized qualification,1
2010,gp_ward,"SSLC ,JDC",0,recognized qualification,1
2010,gp_ward,"SSLC ,PUC FAILED",0,recognized qualification,1
2010,gp_ward,SSLC .TTC,0,recognized qualification,1
2010,gp_ward,SSLC ;TTC,0,recognized qualification,1
2010,gp_ward,SSLC COMPLETED,0,recognized qualification,3
2010,gp_ward,SSLC CRAFT MANSHIP,0,recognized qualification,1
2010,gp_ward,SSLC DIPLOMA,0,recognized qualification,1
2010,gp_ward,SSLC FAILD,0,recognized qualification,2
2010,gp_ward,SSLC FAILED,0,recognized qualification,23
2010,gp_ward,SSLC ITI,0,recognized qualification,1
2010,gp_ward,SSLC JDC,0,recognized qualification,1
2010,gp_ward,SSLC NURSING(ANM),0,recognized qualification,1
2010,gp_ward,SSLC PASS,0,recognized qualification,13
2010,gp_ward,SSLC PASS.,0,recognized qualification,4
2010,gp_ward,SSLC PASSED,0,recognized qualification,5
2010,gp_ward,SSLC URDU,0,recognized qualification,1
2010,gp_ward,SSLC&TTC,0,recognized qualification,1
2010,gp_ward,SSLC(BA ARABIC),1,recognized qualification,1
2010,gp_ward,SSLC(FAIL),0,recognized qualification,8
2010,gp_ward,SSLC(FAILED),0,recognized qualification,3
2010,gp_ward,SSLC(VHSE FAILED),0,recognized qualification,1
2010,gp_ward,"SSLC, A/U FINAL",0,recognized qualification,1
2010,gp_ward,"SSLC, AFSAL UL ULAMA",0,recognized qualification,2
2010,gp_ward,"SSLC, AFSAL-UL-ULAMA",0,recognized qualification,1
2010,gp_ward,"SSLC, AFZEL UL ULAMA",0,recognized qualification,1
2010,gp_ward,"SSLC, AGRICULTURE HIGHER",0,recognized qualification,1
2010,gp_ward,"SSLC, ARABIC TEACHERS EXAMINATION",0,recognized qualification,1
2010,gp_ward,"SSLC, CIVIL(NCVT)",0,recognized qualification,1
2010,gp_ward,"SSLC, D/CIVIL/N.C.V.T",0,recognized qualification,1
2010,gp_ward,"SSLC, DIP. MECH. ENGG",0,recognized qualification,1
2010,gp_ward,"SSLC, DIPLOMA IN CIVIL ENGG",0,recognized qualification,1
2010,gp_ward,"SSLC, DMLT",0,recognized qualification,1
2010,gp_ward,"SSLC, DRAUGHTS MAN, CIVIL",0,recognized qualification,1
2010,gp_ward,"SSLC, FAILED",0,recognized qualification,1
2010,gp_ward,"SSLC, HINDI PRAVEEN",0,recognized qualification,1
2010,gp_ward,"SSLC, HINDIVIDWAN",0,recognized qualification,1
2010,gp_ward,"SSLC, I T I",0,recognized qualification,1
2010,gp_ward,"SSLC, ITC",0,recognized qualification,6
2010,gp_ward,"SSLC, ITI",0,recognized qualification,11
2010,gp_ward,"SSLC, ITI DRAFTMAN CIVIL",0,recognized qualification,1
2010,gp_ward,"SSLC, ITI, JDC",0,recognized qualification,1
2010,gp_ward,"SSLC, ITI,COMPUTER",0,recognized qualification,1
2010,gp_ward,"SSLC, J.D.C",0,recognized qualification,1
2010,gp_ward,"SSLC, JDC",0,recognized qualification,6
2010,gp_ward,"SSLC, JDC,",0,recognized qualification,1
2010,gp_ward,"SSLC, MLT",0,recognized qualification,1
2010,gp_ward,"SSLC, NTTC",0,recognized qualification,1
2010,gp_ward,"SSLC, P.P.T.T.C",0,recognized qualification,2
2010,gp_ward,"SSLC, PDC",0,recognized qualification,6
2010,gp_ward,"SSLC, PDC, DIPLOMA",0,recognized qualification,1
2010,gp_ward,"SSLC, PG MULTIMEDIA ,AUDIO VISUAL ENGINEERING",0,recognized qualification,1
2010,gp_ward,"SSLC, PLUS TWO",0,recognized qualification,1
2010,gp_ward,"SSLC, PLUS TWO ,TTC",0,recognized qualification,1
2010,gp_ward,"SSLC, PRE-DEGREE (NOT COMPLETED)",0,recognized qualification,1
2010,gp_ward,"SSLC, SURVEY",0,recognized qualification,1
2010,gp_ward,"SSLC, T.T.C",0,recognized qualification,1
2010,gp_ward,"SSLC, T.T.C, DIPLOMA IN MECHANICL ENGINEERING",0,recognized qualification,1
2010,gp_ward,"SSLC, TTC",0,recognized qualification,5
2010,gp_ward,"SSLC, V H S C",0,recognized qualification,1
2010,gp_ward,"SSLC,+2",0,recognized qualification,1
2010,gp_ward,"SSLC,AFSAL UL ULAMA",0,recognized qualification,1
2010,gp_ward,"SSLC,AFSAL ULAMA",0,recognized qualification,1
2010,gp_ward,"SSLC,AFSAL-UL ULAMA LTTC",0,recognized qualification,1
2010,gp_ward,"SSLC,AFSAL.UL.ULMA",0,recognized qualification,1
2010,gp_ward,"SSLC,AFSALUL ULAMA(ARABIC)",0,recognized qualification,1
2010,gp_ward,"SSLC,ARABIC TEACHERS EXAM",0,recognized qualification,1
2010,gp_ward,"SSLC,GNN",0,recognized qualification,1
2010,gp_ward,"SSLC,HINDI BHOOSHAN",0,recognized qualification,1
2010,gp_ward,"SSLC,HINDI PRAVEEN",0,recognized qualification,1
2010,gp_ward,"SSLC,HINDI VIDUVAN,LTT",0,recognized qualification,1
2010,gp_ward,"SSLC,HINDI VIDWAN",0,recognized qualification,1
2010,gp_ward,"SSLC,I.T.I",0,recognized qualification,1
2010,gp_ward,"SSLC,ITC",0,recognized qualification,1
2010,gp_ward,"SSLC,ITI",0,recognized qualification,7
2010,gp_ward,"SSLC,J D C.",0,recognized qualification,1
2010,gp_ward,"SSLC,JDC",0,recognized qualification,5
2010,gp_ward,"SSLC,K.G.T",0,recognized qualification,1
2010,gp_ward,"SSLC,KGCE",0,recognized qualification,1
2010,gp_ward,"SSLC,KGTE",0,recognized qualification,1
2010,gp_ward,"SSLC,MLT",0,recognized qualification,1
2010,gp_ward,"SSLC,P.P.T.T.C",0,recognized qualification,1
2010,gp_ward,"SSLC,PDC",0,recognized qualification,1
2010,gp_ward,"SSLC,PDC,JDC",0,recognized qualification,1
2010,gp_ward,"SSLC,PDC,PRAVEEN(HINDI)",0,recognized qualification,1
2010,gp_ward,"SSLC,PDC,STTC",0,recognized qualification,1
2010,gp_ward,"SSLC,PDC,TTC",0,recognized qualification,1
2010,gp_ward,"SSLC,PLUS TWO,HINDI BHOOSHAN",0,recognized qualification,1
2010,gp_ward,"SSLC,PUC",0,recognized qualification,1
2010,gp_ward,"SSLC,SURVEYOR (ITI)",0,recognized qualification,1
2010,gp_ward,"SSLC,T.T.C",0,recognized qualification,3
2010,gp_ward,"SSLC,TCH",0,recognized qualification,1
2010,gp_ward,"SSLC,TTC",0,recognized qualification,6
2010,gp_ward,"SSLC,TYPE WRITING",0,recognized qualification,1
2010,gp_ward,"SSLC,TYPE WRITTING HIGHER",0,recognized qualification,1
2010,gp_ward,"SSLC,URDU HIEGHER",0,recognized qualification,1
2010,gp_ward,"SSLC,URDU HIGHER EXAM",0,recognized qualification,1
2010,gp_ward,SSLC- FAILED,0,recognized qualification,1
2010,gp_ward,SSLC- JDC,0,recognized qualification,1
2010,gp_ward,SSLC.,0,recognized qualification,12
2010,gp_ward,SSLC. PASSED,0,recognized qualification,1
2010,gp_ward,SSLC.DIPLOMA IN AUTOMOB.ENGG,NA,unclassified,1
2010,gp_ward,SSLC.HINDI SAHITHYACHARYA,NA,unclassified,1
2010,gp_ward,SSLC.JDC,NA,unclassified,1
2010,gp_ward,"SSLC.PDC,AFSAL UL ULUMA",NA,unclassified,1
2010,gp_ward,SSLC/HINDI PRAVEEN,0,recognized qualification,1
2010,gp_ward,SSSLC,NA,unclassified,5
2010,gp_ward,"SSSLC, TTC",0,recognized qualification,1
2010,gp_ward,STANDARD 5,NA,unclassified,1
2010,gp_ward,STANDARD VII,0,recognized qualification,1
2010,gp_ward,STANDARD- IX,0,recognized qualification,1
2010,gp_ward,STD 4,NA,unclassified,2
2010,gp_ward,STD 5,NA,unclassified,1
2010,gp_ward,STD 6,NA,unclassified,1
2010,gp_ward,STD 7,NA,unclassified,2
2010,gp_ward,STD 8,NA,unclassified,2
2010,gp_ward,STD 9,NA,unclassified,6
2010,gp_ward,STD IX,0,recognized qualification,2
2010,gp_ward,STD VI,0,recognized qualification,1
2010,gp_ward,STD VII,0,recognized qualification,2
2010,gp_ward,STD-VII,0,recognized qualification,1
2010,gp_ward,STD. 7,NA,unclassified,1
2010,gp_ward,STD. 9,NA,unclassified,1
2010,gp_ward,STD. VIII,0,recognized qualification,1
2010,gp_ward,STD. VIII PASS,0,recognized qualification,1
2010,gp_ward,STD.VI,NA,unclassified,1
2010,gp_ward,STD.VII,NA,unclassified,2
2010,gp_ward,STD: IX,0,recognized qualification,1
2010,gp_ward,T C H,NA,unclassified,1
2010,gp_ward,T T C,0,recognized qualification,11
2010,gp_ward,"T T C, SSLC",0,recognized qualification,1
2010,gp_ward,T.H. S.L.C DIPLOMA,0,recognized qualification,1
2010,gp_ward,T.H.S.,NA,unclassified,1
2010,gp_ward,T.T.C,0,recognized qualification,13
2010,gp_ward,"T.T.C, HINDI VIDVAN",0,recognized qualification,1
2010,gp_ward,T.T.C.,0,recognized qualification,2
2010,gp_ward,TECHNICAL EDUCATION,NA,unclassified,1
2010,gp_ward,TECHNICIAN,NA,unclassified,1
2010,gp_ward,TENTH STANDARD,0,recognized qualification,7
2010,gp_ward,"TENTH STANDARD,N.T.T.C",0,recognized qualification,1
2010,gp_ward,THIRD,NA,unclassified,1
2010,gp_ward,THIRD CLASS,NA,unclassified,3
2010,gp_ward,THIRD STANDERD,NA,unclassified,1
2010,gp_ward,THIRD STD,NA,unclassified,1
2010,gp_ward,THSLC,NA,unclassified,1
2010,gp_ward,TTC,0,recognized qualification,17
2010,gp_ward,"TTC (SANSCRIT),TTC (GENERAL)",0,recognized qualification,1
2010,gp_ward,"TTC, SSLC",0,recognized qualification,1
2010,gp_ward,"TYPEWRITTING,AGRICULTURE",NA,unclassified,1
2010,gp_ward,U.P.STANDARD,NA,unclassified,1
2010,gp_ward,UNDER GRADUATE,NA,unclassified,1
2010,gp_ward,V,0,recognized qualification,24
