council,seat,n,share female,share HS or less,share graduate+,mean age,share any criminal case,mean criminal cases
2012,Open,113,0.061946902654867256,0.40707964601769914,0.24778761061946902,45.95575221238938,0.3274336283185841,0.9292035398230087
2012,Reserved for women,114,1,0.4473684210526316,0.3508771929824561,42.728070175438596,0.03508771929824561,0.07017543859649115
2017,Open,110,0.16363636363636364,0.44545454545454544,0.36363636363636365,47.79090909090909,0.2727272727272727,0.38181818181818183
2017,Reserved for women,112,1,0.3125,0.4375,45.517857142857146,0.03571428571428571,0.07142857142857138
