year,tier,quota,n,education_n,graduate_plus,illiterate,age_n,age
2020,gp_head,0,5695,4656,0.2918814432989691,2.147766323024055e-4,5690,42.806678383128315
2020,gp_head,1,5433,3092,0.21442432082794308,9.702457956015524e-4,5423,41.26867047759545
